International Kullu Dussehra,"Dussehra is one of the important festivals of India. It is celebrated differently at different places. The Kullu Dussehra in Himachal Pradesh is a weeklong festival celebrated in October, is a special occasion and an opportune time to witness different shades of the valley’s vibrant culture.

Rich in history and cultural heritage, Kullu, with an average altitude of 1200 meters, nestles in a valley that is sheltered by the Pir Panjal and the Greater Himalayan ranges. Known as valley of Gods, Kullu is also famous for its cottage wool weaving industry, the Kullu Shawl and Kullu Caps are worn the world over and have come to associate a brand identity with the valley.

The Kullu Dussehra is however, markedly different from rest of the country as the weeklong festival begins on the day it ends elsewhere. Started in the 17th century, the tradition was established when Raja Jagat Singh installed an idol of Lord Raghunath that had been brought from Ayodhya at the palace temple in Kullu.

Celebrated with great fanfare, more than 300 deities (‘Devtas’-Gods & Goddesses) of Kullu district, participate and pay their obeisance to Lord Shri Raghunath ji, the Principal deity of Kullu valley. The festival gets underway with the arrival of Goddess Hadimba from Manali, but the main function is that of the Lord Raghunath, colourfully dressed, riding into the ground in a hand pulled wooden chariot. The local Administration invites the deities to participate in the festival.

During the festival cultural troupes from various States and folk dancers from abroad give their performances. A large number of National & International tourists also visit Kullu during this festival. The Kullu Dussehra has been accorded an international festival status.

During the festival, Rath Yatra, exhibitions put up by various Govt. Departments and NGO's, Sports meet and local marts displaying handicrafts and other local products etc. are the major attraction of the festival.

Kullu can be reached by road and air. The Kullu-Manali airport is at Bhuntar (10 km) from Kullu. Chandigarh-Manali highway passes through Kullu. It is 270 km from Chandigarh and 220 km from Shimla.

Places to stay: ‘Hotel Sarvari’ and ‘The Silvermoon’ are run by Himachal Tourism and offer a comfortable stay in Kullu. The valley also has a lot of private hotels and guest houses with decent accommodation. Home Stay accommodation is also available in the rural areas of Kullu.",08:00,2023-10-04,"Dhalpur, Kullu",HP,https://utsav.gov.in/public/uploads/event_picture_image/event_126/16496856281449284441.jpg
"Sair Fair, Arki (Solan)","The Sair Festival organized every year during mid September at Arki in Solan district of Himachal Pradesh is a great attraction for the visitors. It is also famous for Bull fight and visitors can enjoy this spectacular event / fair.

During the festival colourful cultural programs organized and stalls are also exhibited for buying and selling of goods. These stalls generally keep utensils, pottery, garments, and accessories. People wear colorful costumes and enjoy the festival. Since fairs are the meeting ground for people, it offers entertainment and relaxation. The fairs and festival also provide an opportunity for people of various classes, religions, and sections to meet and exchange their ideas and goods. The Festival of Sair at Arki in Himachal Pradesh is a memorable experience.

Arki  is 52 km from Solan and 40 km (approx) from Shimla. Arki was the capital of the erstwhile princely state of Baghal. The old palace has some fine wall paintings. There are many old temples in the area-one of the interesting ones is that of Lutru Mahadev that lies in a deep cave accessed by a sharp climb.",09:00,2023-09-16,"Chaugan Maidan, Arki",HP,https://utsav.gov.in/public/uploads/event_picture_image/event_637/16595978311874795051.jpg
"Vaman Dwadashi Fair, Sarahan (Pachhad)","Vaman Dwadashi Fair, Sarahan (Pachhad) Every year three the day State Level Vaman Dwadashi Fair is celebrated at Sarahan (Pachhad) in district Sirmaur of Himachal Pradesh. It is celebrated to mark the incarnation of Lord Vaman, the Fifth incarnation of Lord Vishnu. During the Fair the Palanquins of Lord Vaman is taken out in a procession and large number of devotees pay their obeisance to the Lord. Vaman Jayanti or Vamana Dwadashi is celebrated on Shukla Paksha of Bhadrapad month. The devotees worship Lord Vishnu with proper rituals on Vamana Dwadashi. This year the fair is being celebrated from 7th to 9th September, 2023. Cultural programmes, stalls of local products, exhibitions, fun rides, sports activities etc. are organized during the fair. Sarahan (Pachhad) is about 37 km from Nahan, the district head quarter and 36 km (apprx.) from Kumarhatti.",10:00,2023-09-17,Sarahan,HP,https://utsav.gov.in/public/uploads/event_picture_image/event_908/1661858893386319154.jpg
Kumarsain Fair (Jatar),"According to legends Koteshwar Mahadev is one of the avtara of Lord Shiva. Mahadev come out of the temple only once in 4 years, and a great fair takes place, hence also known as ""Chaar-sala-mela"". Four Gods starts this fair Marechh, Malandu, Koteshwar (Naya Devta & Budha Devta). All the four palanquins can be seen moving all around the fairground, which will be filled more than capacity with humble devotees of Koteshwar Mahadev. Young and old residents of Kumarsain comes before palanquins to carry them and feel lucky to get a chance even for few seconds watching the entire proceedings with devotion, excitement and curiosity. Koteshwar Mahadev who is believed to be scared soul blessed by Lord Shiva himself and one is considered King of the area of Kumarsain, a small town around 75 kilometers up north from Shimla. In this festival Koteshwar Mahadev would meet his other loving deities Marechh and Malendu Devtaa. A great fair is held here in months of August and September and thousands of devotees of Lord Shiva come here to worship him. Kumarsain Jatar is of 8 days in which Gods stays for 5 days in Kumarsain and for 3 days in Mandholi. On first day, at 4 am Koteshwar Mahadev and Marich Devta are taken out from Sharkot and then they are taken to their main temples and come back on the last day of the fair. The festival ends with the Nati i.e. local dance performed by the people of Kumarsain.",11:00,2023-09-18,"Darbar Ground Kumarsain, District-Shimla, Himachal Pradesh",HP,https://utsav.gov.in/public/uploads/event_picture_image/event_817/1661337024556423900.jpg
Teej Festival,"Teej festival is a yearly celebration that marks the advent of monsoons or sawan. It is also called the festival of swings. Teej festival is associated with Lord Shiva and Goddess Parvati. The festival of Teej is synonymous with mehndi adorned palms, flowers, bangles, bandhani dupattas and mouth watering ghevar.  Hartalika Teej welcome the monsoon season and are celebrated primarily by girls and women, with songs, dancing and prayer rituals. The monsoon festivals of Teej are primarily dedicated to Parvati and her union with Shiva.[1] Women often fast in celebration of Teej. Hartalika Teej is celebrated in all parts of Nepal and most of the parts of North India (Bihar, Jharkhand, Uttar Pradesh, Madhya Pradesh, Maharashtra, Uttarakhand, Sikkim, Rajasthan). Teej festivals are traditionally observed by women to celebrate the monsoons during the months of Shravan and Bhadrapada of Hindu calendar. Women often pray to Parvati and Shiva during Teej.

",12:00,2023-07-30,Chandigarh,PB,https://utsav.gov.in/public/uploads/event_cover_image/event_646/16596151952118411235.JPG
Lohri Celebrations,"Lohri is a popular festival of North India and is celebrated by the Department of Tourism, Chandigarh Administration every year on the 13th day in the month of January and marks the end of the cold winter months.

Lohri is celebrated with extreme joy in City Beautiful Chandigarh. People dance and make merry around the bonfires which are lit for the festival. Lots of fun and frolic marks the festival.

The festival is celebrated with Special Children- Children with intellectual disability.",13:00,2023-07-31,Chandigarh,PB,https://utsav.gov.in/public/uploads/event_picture_image/event_406/16560714181127544383.jpg
Chandigarh Carnival,"Chandigarh Carnival is an annual mega tourism event of Chandigarh Administration which is held in the last week of November every year.

As a part of event, the department organizes various fun and flora activities including setting up of amusement park, stalls, day cultural programmes etc. Three Mega Musical Nites are also organized during the celebrations.",14:00,2023-08-01,Chandigarh,PB,https://utsav.gov.in/public/uploads/event_picture_image/event_405/1656070496604224585.jpg
Surajkund International Crafts Mela,"Surajkund International Crafts Mela is a mosaic of India’s diversity. It is a joyous celebration of colours, crafts, music & rhythm, art and culture held every year at Surajkund in Faridabad, Haryana. The curtains rise in this magnificent setting and a world of exclusive craft is unveiled before the world.

Bringing together the craftsperson not only from India but abroad as well, this Mela sets the stage for an experience unlike any. The annual event is a cultural melting pot of sorts, as it draws people from all across the globe.

From its inception in the year 1987, the purpose of the Mela is to invite master craftspersons of varied disciplines from all over the country onto a single platform to showcase their talent with their magnificent handicrafts items in the majestic rural backdrop.

Surajkund International Crafts Mela offers its visitors a lifetime experience as it unfolds a wonderful range of handlooms, paintings, wood stock, ivory work, pottery, terracotta, stonework and cane & grass products. It is a meeting ground for thousands of craftspersons from all over India & abroad.

Not only handicrafts but performing arts too take centre stage here at the Mela. The cultural troupes present distinct dance and folk traditions depicting the culture of the states or the regions to which they belong. At the open air theatre or the ‘Natyashala’, folk dances and musical evenings are held throughout the fortnight. Performers from both India as well as participating foreign nations enthral the audience with ethnic and traditional flavours.

For the food aficionados there is always a something exotic to savour.The multi-cuisine Food Court provides ethnic cuisines from all over India and the world, which is immensely popular with visitors.

The entire outlook of the Mela is designed to bring to life a rural ambience. It is envisioned and created like a village encapsulating the myriad colours of arts, crafts and traditions of India. The pathways are planned to reflect the traditional Galis (streets) of the Indian villages.

The mela has a spirit that brings people from diverse cultures at one place and encourages a free flow of thoughts and ideas.

",15:00,2023-08-02,Surajkund Mela Grounds,HR,https://utsav.gov.in/public/uploads/event_picture_image/event_118/1649684556593708979.jfif
Pinjore Heritage Festival,"Haryana Tourism celebrates and organizes the Pinjore Heritage Festival every year in the month of December at Yadavindra Gardens, Pinjore, Panchkula, Haryana. The event is organized to commemorate and celebrate the unique heritage of Pinjore and its famed Mughal Gardens.

The grandeur of the royal Pinjore Gardens – fortress walls, ramparts, bastions and palaces offer a perfect backdrop for the Pinjore Heritage Festival. This Festival encapsulates traditional flavours and is truly a tribute to these world-famous Mughal Gardens that form the venue for this event. During the Festival, the Garden is decked up as a bride, its palaces lit up and adorned with marigold linings and arches draped with satin curtains. The well-illuminated Gardens dazzle like a jewel in the evening.

The enthralling Day Performances by folk dance groups present dances forms like Rouff dance from Jammu & Kashmir, Chhapeli dance from Uttrakhand, Bhangra from Punjab, Banchari & Nagara group from Haryana and the vibe of these performers make the garden pathways come alive and entertain the visitors to the hilt.

The Cultural Evenings are food for the soul, they further enliven spirits of the Festival. The Garden comes to life with the mellifluous music of the grand maestros invited to perform at the Festival.

A number of interesting Competitions are also organised on both days of the Festival for school students like Rangoli competition, Group dance competition, Collage making , kids fashion show, Flower arrangement and much more

The  Crafts Bazaar, hosts craftspersons from different parts of the country who are invited to showcase their unique handlooms and handicrafts. Visitors cherish shopping for items like embroidered crochet items, art metal ware, terracotta, dry flowers, soft toys, imitation jewellery, lac bangles and lots more.The Food Court dishes out a wide range of delectable dishes to tantalise the taste buds of one and all.

The people who visit the Garden during the Festival seem to forget the fatigue of their spirit for a while, as the spellbinding beauty of the paradise garden leaves them mesmerized. The Festival is indeed a feast for all and serenade for the soul.",09:30,2023-12-15,Yadavindra gardens,HR,https://utsav.gov.in/public/uploads/event_picture_image/event_116/16496840961721079270.jfif
Kartik Fair,"The main aim of the Kartik festival is to promote fort ambience, martial arts both Indian classical music and dance and a rich variety of folk theatre. The festival had given new existence to the disappearing folk arts, martial arts and worked to bring traditional folk dances and music to the national stage. The visitors to the festival venue will get knowledge about the prosperity of India in the field of performing classical arts. The singers and dancers also get a national platform to perform their talents and they fully utilize this opportunity to enthrall the audience with their riveting performances.",11:30,2023-12-16,"Nahar Singh Mahal in Ballabgarh town of Faridabad, Haryana.",HR,https://utsav.gov.in/public/uploads/event_picture_image/event_778/1661152712751611632.jpg
Mango Mela,"Mango Mela at Pinjore Gardens is a two day event which celebrated the King of Fruits – Mango. An annual event, this Mela is hosted by Haryana Tourism jointly in collaboration with Horticulture Department, Haryana.

Every corner of Pinjore Gardens wears a festive look, as cut-outs and props of flowers, bees, butterflies and rainbows, selfie points etc adorn the Mela. Drapes in hues of yellow and green on the arches of the royal Mughal Gardens lent perfect setting to the Mela. Eye-catching ambience with elements from nature and colours of raw mango lend a vibrant look to the Mela.

The main attraction of the festival is the presentation of a wide variety of mangoes from all across the country. The best mangoes across categories also win prizes. Every year over 3000 entries are received from mango growers of Haryana, Punjab, Himachal Pradesh, Uttar Pradesh, Uttarakhand, Chandigarh and many more places in different categories. Visitor get to experience and taste a numerous flavours and exciting varieties of mangoes such Langra, Chausa, Alphanso, Malika, Ratol, Malda, Amrapali, Ramkela, TotapariandSafeda. Many mango by-products like chutney, jam, juice, squash,aam papadetc are also famous amongst the visitors and are bought by mango lovers in large numbers.

The Mela came to life with number of competitions and activities Baby Show and Mango Story Writing, Face Painting, solo dance competition competitions and much more with many schools participating every year.

No festival is complete without food and shopping. The Mango Mela’s Crafts Bazaar and Food Court are a must visit. The craftspersons from different states of India come here to display their handicrafts and handlooms. There are interesting oil paintings, Phulkari dupattas, patch work bedcovers, brassware, Punjabi juttis etc. for those who love traditional handiwork and shopping in general. At the Food Court, the visitors are treated to kulfis, ice creams, exciting street food and Chinese dishes and many other local cuisines.

The evening come to life with an enthralling performances by renowned sufi classical to pop stars who set the stage rocking with their talented performances. These performances are much awaited by the visitors and the stars perform to a packed audience every year.

",10:00,2023-12-17,Yadavindra gardens,HR,https://utsav.gov.in/public/uploads/event_cover_image/event_114/1649683511893590805.jfif
"Rongali
","Rongali"" the festival showcases the ethnic mosaic of Assam and promotes the spectacular music, dance, crafts, and food culture of the State. Over the years of existence, Rongali witnessed by a large audience, tourists, and national media. It has earned massive recognition in establishing itself as one of the biggest festivals in North East India.

Rongali 2023 will bring entire facets of Assam under one roof. It will have an array of extravagant and colorful folk dance forms of various tribes and communities of Assam. ""Rongali Bihu Husori"" and ""Ankiya Bhaona"" competitions will be organized. The visitors will also witness and experience traditional sports of the region and live demonstrations by weavers/artisans. The main attraction of the 6th edition of Rongali will be the ""Vocal for Local"" exhibition. An exhibition of rich handloom, crafts, organic Agri-horti products, art, and photography will be on display and sale. The festival will have a dedicated food court serving a wide variety of exotic cuisines.

""Rongali Good Vibes Music Stage"" in the last 5 editions hosted some of the talented, finest, and biggest names of the music industry. Rongali will have fresh and some of the famed names in the lineup. To showcase the rich handloom and fabrics of Assam, Rongali will present spectacular fashion shows by the best designers, models, and showstoppers of the region.

The main festival of Rongali will be held on the 8th, 9th, and 10th of April 2023 at Veterinary College Ground, Khanapara; Guwahati. Entry Free | Come, explore and experience Assam and the most colorful festival!",10:00,2023-04-08,"Veterinary College Ground, Khanapara",AS,https://utsav.gov.in/public/uploads/event_cover_image/event_107/1649684178542527833.jpeg
Raas Leela in Majuli,"Majuli is the lone place in Assam where the Raas Leela of Lord Krishna is celebrated through the plays enacted by the devout. For the past several centuries, it is the tradition of the Majuli people to pay their obeisance to Lord Krishna by enacting his Raas Leela.

 During the Raas festival, Majuli becomes a veritable place for pilgrimage. Locally made masks are one of the major features of the dance dramas and represent various mythological creatures. The festival and celebrations continue for four days. Cultural performances combined with local traditions are a specialty of this festival. The food festival organized during this time offers mouth watering delicacies of traditional, tribal and native Assamese cuisine. Exhibitions also form an important part of this festival and display those articles that immensely reflect the rich tradition of the state.",10:00,2021-11-07, Majuli,AS,https://utsav.gov.in/public/uploads/event_picture_image/event_127/1649685595959535076.jpeg
Majuli Music Festival,"With a vision to promote rural tourism, uplift the local community and make Majuli self sufficient, Majuli Music Festival is here to provide enthusiasts a plethora of experiences through music, art, culture, food and the traditional Rice Wine, of course!

 It is the biggest Indie Music Festival of India for you to let loose and unwind the experience of living on an island, the local style while exchanging cultures and making new friends from across India and the globe. Everything amidst the stunning natural beauty of the island around refreshing greenery, by the side of river Brahmaputra and its tributaries Kherkotia under an open sky!",10:00,2023-12-11,Majuli,AS,https://utsav.gov.in/public/uploads/event_picture_image/event_239/16596004581298001874.jpeg
Busu Dima,"IT is actually known as “ Bishu” , “Bi” means pary and “Shu” means asking thepeace in the world. The Busu Dima Festival is the biggest festival of the Dimasas. The Dimasas celebrate “Busu Dima” generally on 27th January every year  in a bid to keep alive our traditional food, culture, sports, eating newly grown autumnal rice  . This festival is an integral part of society and culture of the Dimasas. This festival is usually celebrated when all the works of jhum cutilvation  are completed every year  .Thus the ‘Busu’ is the occasion for relaxation from hard toils. Large numbers of Dimasa people  celebrate this joyous festival with song and dance. Every body of all ages  – young boys & girls, and old in traditional dress  participate in ‘Baidima’ dance form  which depend on instrumental music. The Khram (drum) follows the rhythm of the muri (fife). The whole night is passed in dancing and merry making. ‘Judima( Rice Beer), pork, chicken, fish etc. are enjoyed during the ‘Busu’. Thus the ‘Busu’ symbolizes the unity and  co-existence among the people of Dimasas",09:00,2023-01-23,Halfong,AS,https://utsav.gov.in/public/uploads/event_cover_image/event_659/1659670798255857790.jpeg
Me-Dum-Me-Phi,"The Ahoms celebrate Me-Dum Me-Phi with colourful processions clad in their traditional fineries. Annually celebrated on January 31, the Ahom community night of worships Chao Phi or ancestors on this day. Along with paying homage to the departed, pujas are offered to the deities - Chauf and Dam Chaufi. It is a very Important festivals  of the Ahoms. It is celebrated across Assam. It is a time of celebration with prayers. It is a very colourful festival.",09:00,2023-01-31,Guwahati,AS,https://utsav.gov.in/public/uploads/event_picture_image/event_657/1659669915655286793.jpeg
Ali Aye-Ligang,"The Mishing  tribe celebrates  Ali Aye-ligang to mark the initiation of the harvesting cycle. The entire community gets involved in merry-making. Fishing is one of the most important parts of the festival, which is fittingly followed by a feast. However, other activities such as ploughing, felling and burning forests are considered a taboo for the duration of Ali Aye-Ligang. It is celebrated with much fun fare across the length and breath of Assam. The festival begins on 'Ligange lange', the first Wednesday of 'Gimur Polo', which occurs in February in the Gregorian calendar or on Wednesday of the month of Fagun of the Assamese calendar and in the month of February in English calendar which lasts for five days. In this festival young people of the community in particular participate 'GUMRAAG SOMAN' and dance to the tune of folk songs and melodious 'oi: nitom'. The first day of the festival is marked by the ceremonial start of paddy sowing and throughout the festival many others activities such as ploughing and tree cutting are forbidden.",10:00,2023-02-15,Guwahati,AS,https://utsav.gov.in/public/uploads/event_picture_image/event_234/16538938121426605863.jpeg
"Shiva Festival Sivasagar
","Shiva festival is organized every year in the historic town of Sivasagar. The festival coincides with the celebration of Maha Sivaratri in the month February. Sivasagar which attributes its name to lord Shiva, is thrown into a frenzy during this time. The area surrounding the iconic Shiva temple is the venue of this festival.  Several  cultural troop of the state and other northeastern state participate in this festival",11:00,2023-02-16,"Shiva Dol, Sivasagar",AS,https://utsav.gov.in/public/uploads/event_picture_image/event_236/165389946211800515.jpeg
"Ambubachi Mela
","One of the most unusual fairs the country, Ambubachi Mela  is held in the Kamakhya Temple It transforms the otherwise crowded temple into a gathering of tantrics and sages. Held mid-June, Ambubachi coincide with what is believed to the annual menstruation cycle of Goddess Shakti. Saffron clad tantrics camp here anticipating the final day of the festival, when the doors of the  sanctum sanctorum are opened. As it happens,  all prayer rooms in Assamese homes, prayer halls and temples are shut for the duration, only  to reopen along with the Kamakhya Temple's doors.",07:00,2023-06-22,Nilachal Hill,AS,https://utsav.gov.in/public/uploads/event_picture_image/event_167/1660825001730235362.jpg
Dussehra,"Dussehra is one of the most popular and awaited festivals in India and especially in Delhi, it is celebrated with great pomp and splendor as the capital is a place of diversity and warmth. Delhi holds a lot of significance for Dussehra as the city welcomes the festival with lights and colors everywhere and being one of the historical towns it does live up to everyone’s expectations and follows all the rituals and traditions. The place sees an immediate rise in the incoming of tourists from all around the globe and grabs everyone’s attention with its beautiful events and festivities.",15:00,2023-10-05,Lal Qila Ground Delhi,DL,https://utsav.gov.in/public/uploads/event_picture_image/event_578/1659349356395321889.jpg
Republic Day,"Awards such as the Paramvir Chakra, Ashok Chakra and Vir Chakra are presented to gallantry award winners.This parade is presided over by the President of India . One of the main functions of the Republic Day Parade is to pay tribute to the martyrs who have sacrificed their lives for the country and to confer bravery awards on military persons, citizenry and children for showing courage in the face of adversity",08:00,2023-01-26,"Rajpath, New Delhi",DL,https://utsav.gov.in/public/uploads/event_picture_image/event_584/1659352156691633726.jpg
GARDEN TOURSIM FESTIVAL,"Celebrating the hues of Mother Nature and the fervor of Spring Season, Delhi Tourism in association with Government of Delhi organizes 'Garden Tourism Festival'. The objective is to create awareness about the environment and showcase the rich floriculture of Delhi.Delhi Tourism organizes the festival for three weeks, to give a safe, socially distanced and memorable experience to its visitors.",11:00,2023-02-25,Garden of Five Senses,DL,https://utsav.gov.in/public/uploads/event_picture_image/event_581/16593502241756184087.jpg
Hariyali Teej,"The third day of the Shukla Paksha of the Shravan month is called Hariyali Teej or Shravani Teej. As per the English Calendar, the festival befalls in the month of July or August.The Teej festival commemorates the women and their spirit of producing offsprings. As the season of Monsoon commences, Mother Earth is covered with green hued foliage and fragrant flora all around, the women dance and swing their way to zeal and celebration of their abundant life.The day is celebrated around the country by organizing cultural fairs and processions of the Goddess Parvati, blessing her devotees as she goes by the town.",14:00,2023-07-31,"Indiatourism Delhi, 88 Janpath, New Delhi",DL,https://utsav.gov.in/public/uploads/event_cover_image/event_585/16596092321627185834.jpg
Kadammanitta Patayani,"Kadammanitta Padayani is a lively 10-day festival held every year in the months of April - May at the Kadammanitta Bhagavathy Temple in the tiny village of Kadammanitta in Pathanamthitta district of Kerala.

The festival is dedicated to local Goddess Bhadrakali and begins with the lighting of a holy lamp inside the temple in a ritual called Chootu Vaipu. Traditional music from percussion instruments such as thappu and chendas follows the ceremony.

In the remaining 9 days of Kadammanitta Padayani, several processions of Padayani Kolams take place. Artists, wearing huge masks crafted beautifully from areca nut fronds, represent mythological characters and dance on local Padayani songs. Kolams dedicated to Ganapathi, Marutha, Pakshi, Yakshi, and Bhairavi take part in the event.

One of the major highlights of Kadammanitta Padayani is the ceremony of Valiya Padayani which is celebrated on the 7th day of the festival. A giant procession of all kolams begins from the village square while the majestic Bhairavi Kolam becomes the center of attraction. Artists don giant Bhairavi Kolams and look like the Bhootagana armies of Goddess Bhadrakali. As they dance to the tunes of traditional Padayani songs by the light of local torches made of dry coconut leaves, the atmosphere changes to one of euphoria and trance.

On the day of Valiya Padayani, visitors can also experience the Koottakkolam performance which is a group performance by several kolams including one Ganapathi kolam, one Kalam kolam, four Marutha kolams, eight Yakshi kolams, and the majestic Bhairavi kolam.

",15:00,2023-04-21, Kadammanitta Devi Temple,KL,https://utsav.gov.in/public/uploads/event_picture_image/event_98/16494104701419854562.jpg
Edathua Perunnal,"Edathua Perunnal is one of Kerala’s most famous church festivals that is held every year from 27th April - 7th May. It is celebrated at the stunning St. George’s Church in Edathua, not very far away from the town of Alappuzha.

St. George’s Church is one of India’s oldest churches and was built in the year 1810 CE in European Gothic architectural style. The annual feast of St. George’s Church is called Edathua Perunnal and is celebrated with great pomp and show.

The festival begins with the hoisting of the flag on 27th April. It is followed by a procession of the statue of St. George who is decked in gold and placed at the center of the church. Devotees throng to the Basilica to offer worship and pray for their loved ones.

The entire church complex is a hub of activity during the 11 days of Edathua Perunnal. Vendors selling a multitude of products starting from food to jewelry dot the grounds. Cultural performances and feasts abound. Dazzling fireworks make the evenings a fun time.",16:00,2023-04-27, St. George's Church,KL,https://utsav.gov.in/public/uploads/event_picture_image/event_97/16494102001240461949.jpg
Malayattoor Perunnal,"Malayattoor Perunnal or the Malayattoor Feast is an annual church festival held at the St. Thomas Church located in Malayattoor in the Ernakulam district of Kerala. It is celebrated every year on the Sunday following Easter.

Legend has it that St. Thomas was one of Jesus Christ’s ten witnesses. It is believed that he landed in Muziris, Kerala in 52 CE and went on to construct Malayattoor Church, one of India’s most revered churches. Later, he withdrew to the hills of Kurishmudi where you’ll find the Golden Cross which forms the crux of the Malayattoor Feast.

Every year, thousands of pilgrims arrive in the tiny village of Malayattoor and climb the steep hills of Kurishmudi with wooden crosses on their shoulders. They chant the name of the Apostle, 'Ponninkurisumala Muthappa', and climb diligently to reach the holy shrine where the Golden Cross is located. It is believed that the Golden Cross was formed when St. Thomas bent down on a rock and signed a cross with his finger. You’ll also find footprints and knee impressions of St. Thomas on the rock here.

The village wears a festive look every year after Easter as it gets ready to welcome the perunnal devotees. The procession of the pilgrims up the steep hill of Kurishmudi is definitely a sight to watch.",17:00,2023-04-24,Malayattoor Church,KL,https://utsav.gov.in/public/uploads/event_picture_image/event_99/16494109851960930211.jpgg
Thrissur Pooram,"Also referred to as the festival of festivals, Thrissur Pooram is a grand celebration of Kerala’s cultural and spiritual essence. The festival is held in the months of April - May in the Thekkinadu ground adjoining the Vaddakumnathan Temple in the town of Thrissur.

Thrissur Pooram has a history dating back to 200 years. It was started by Shakthan Thampuran, Maharaja of Kochi and includes the participation of 10 different temples from Paramekkavu, Thiruvambadi Kanimangalam, Karamucku, Laloor, Choorakottukara, Panamukkampally, Ayyanthole, Chembukkavu and Neythilakavu.

These temples participate with their richly-caparisoned elephants and traditional orchestra music. This retinue is referred to as the pooram.

The festival begins with the arrival of poorams from the ten temples. Dazzling display of elephants and percussion music accompany every pooram. One of the key highlights of the festival is the quick and rhythmic changing of colourful parasols in a ceremony called the Kudamattom ceremony.

Another spectacular ceremony at the festival is a local performance called Ilanjithara Melam where hundreds of artists perform an orchestra accompanied by traditional musical instruments. The spirit of the ceremony is further mirrored by thousands of spectators who wave and sway to the music and create an absolutely magical moment. The festival of Thrissur Pooram ends with a grand fireworks show.",10:00,2023-05-10, Thekkinkadu Maidanam,KL,https://utsav.gov.in/public/uploads/event_picture_image/event_102/1649411810395910681.jpg
Karkidaka Vavu Bali - Ritualistic festival,"Karkidaka Vavu Bali, also called Vavubali, is the sacrificial ritual performed in memory of the departed souls of ancestors. On the day of vavu or Amavasi (no moon day) in Karkidakam (which is the last month of the Malayalam calendar which falls in July- August), Hindus gather on the riverbanks and beaches to offer Bali. The bank of river Periyar in Aluva in Ernakulam district, popularly known as Aluva Manappuram, is significant in the observance of the Karkidaka Vavu Bali.",11:00,2023-07-17,Ernakulam,KL,https://www.keralatourism.org/monsoon-festivals/photos/DSC00143.JPG
Kottiyoor Vaishaka Mahotsavam,"Located on the tranquil hilly area of the Western Ghats, Kottiyoor is a village in Kannur District. The festival at the Kottiyoor temple is unique as it takes place in a dense forest where the ambience is enhanced by tall trees and the gorgeous Bavali River. The festival involves two temples which are situated on the opposite banks of River Bavali - Akkare Kottiyoor and Ikkare Kottiyoor. The annual Kottiyoor festival is celebrated for twenty-eight days during the months of May and June.",12:00,2023-02-06,"Akkare & Ikkare Kottiyoor Temple, Kannur

",KL,https://www.keralatourism.org/monsoon-festivals/photos/DSC05271.jpg
Malabar River Festival,"International Kayaking Festival to be back in Kozhikode after Two Years Kozhikode district will play host to the International Kayaking Competition-Malabar River Festival at at Thusharagiri after a gap of two years, caused by the COVID pandemic. A meeting chaired by Tourism Minister Mr P. A. Mohamed Riyas has decided to hold the eighth edition of the festival from August 12 to 14. The kayaking festival, which was started in 2013, has grown into a major tourism event in Kozhikode district over seven seasons, with kayakers from various parts of the world participating in it. The festival was able to project Chalipuzha, Chaliyar and Iruvazhinji rivers in the district as world-class destinations for whitewater kayaking. The event is held in various categories including slalom, boater cross, downriver, and super final extreme races. It used to be the only whitewater kayaking championship in South India for a long time. The top scorers in the male and female categories are given the titles of Rapid Raja and Rapid Rani respectively. The Malabar River Festival is organised by the Kerala Adventure Tourism Promotion Society with the help of the District Tourism Promotion Council and the grama panchayats of Kodenchery and Thiruvambady.",13:00,2023-08-12, Chalipuzha & Iruvazhinjipuzha,KL,https://utsav.gov.in/public/uploads/event_picture_image/event_472/1656688095736161186.jpg
Nehru Trophy Boat Race,"The Nehru Trophy Boat Race is one of the most popular snake boat races in Kerala. It is held every year on the second Saturday of August at the Punnamada Lake near Alappuzha in Kerala.

This boat race is named after the first prime minister of India, Pandit Jawaharlal Nehru and there is an interesting story behind it. When Nehru visited Kerala in 1952, he was enthralled by the beautiful sight of the snake boats and the rhythmic movement of oars that accompanied each of them. It is believed that he could not control his excitement and jumped into one of the boats himself without caring for his own security.

Eventually, the boat race came to be named after Pandit Nehru to honour his love for snake boats. Every year, the winner of the race is presented with a trophy known as the Nehru Trophy.

During the boat race festival, Lake Punnamada and the region surrounding it come to life. Beautiful snake boats, colourful water floats and pretty country rafts adorn the lake. Every year, more than 2 lakh visitors from India and abroad come here to be part of the festivities.

Various kinds of boats compete in different categories. However, the most popular ones are the Kerala snake boats, locally known as Chundan Vallam, which have 100 rowers sitting on both sides and paddling away in unity. The sight is truly a spectacle to behold.
",14:00,2023-08-17, Punnamada Lake,KL,https://utsav.gov.in/public/uploads/event_picture_image/event_101/16494115162068049118.jpg
